obs,time,elapsed,date,hhmmss,averaging,plot,plant,leaf,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,¦ÁVc,Edyn,Hr,Hs,dHs/dt,¦ÁVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,¦¤Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
337,1639112999,1432.6,20211210 13:09:58,13:09:58,0,plot-sdfgghhh1-1,1,ertyhghj,1639112999,0.002362975,2.362975414,12.57606872,400.116,287.5690597,29.55546886,41.12269933,0.195741327,3.271248547,0.189459495,0.118959788,81.72702078,24.87107304,24.8461,3.150619545,59.79556131,1.900263455,3.177933969,1.25035609,-104.2072157,25.51922713,1.648759866,4.687792025,12.5279371,2.357515237,12.57606872,414.030864,407.6370606,2.91143E-05,91.0971969,2.362975414,17.33010058,18.48878061,-3.11614E-07,100.31,4,1,1,0,54677.78862,514.979,434.127399,0.843000198,0.158699715,3,0.5,0: Broadleaf,2,TRUE,1639112999,400.116,406.846,18.4892,17.3332,399.571,18.2763,600.5,102.577,0.199943,24.9908,24.8461,999.9,0,0,10013.8,215.05,0.916915,514.979,0.900005,0.0999954,25,11173.4,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2129,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,23.4,23.4,19,613.873,414.594,27.254,21.9145,30.0003,21.7811,21.7598,20.8019,28.9151,75.7616,27.2556,406.743,17.3386,101.958,101.901
338,1639113003,1436.6,20211210 13:10:02,13:10:02,0,plot-sdfgghhh1-1,1,ertyhghj,1639113003,0.002359967,2.359967172,12.43877687,400.122,288.8253559,29.68463306,41.12337961,0.195929866,3.266755968,0.18962778,0.119066694,81.08329099,24.86909307,24.8325,3.148062909,59.79632592,1.900389727,3.178104503,1.247673182,-104.0745523,28.03788176,1.813861715,6.860482188,12.45278355,2.355619586,12.43877687,413.9834346,407.6577818,1.17272E-06,91.0971969,2.359967172,17.3336213,18.49114788,7.19447E-07,100.31,4,1,1,0,54552.98147,510.922,430.7073931,0.843000288,0.15869994,3,0.5,0: Broadleaf,2,TRUE,1639113003,400.122,406.816,18.4904,17.335,399.577,18.2774,600.328,102.577,0.200102,24.9917,24.8325,999.9,0,0,9990,213.698,0.916915,510.922,0.900002,0.0999984,25,11085.4,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.213,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,23.4,23.5,19,613.632,414.758,27.2592,21.9155,30.0001,21.7823,21.7614,20.7985,28.9151,75.3863,27.2619,406.678,17.3418,101.958,101.902
339,1639113007,1440.6,20211210 13:10:06,13:10:06,0,plot-sdfgghhh1-1,1,ertyhghj,1639113007,0.002356689,2.356688637,12.44874603,400.078,288.4715353,29.64822283,41.1187942,0.195497271,3.26687318,0.189222721,0.118811168,80.35679176,24.86719418,24.8386,3.149209411,59.79906999,1.900612915,3.178331896,1.248596496,-103.9299689,27.1758818,1.758097668,5.360802318,12.35634163,2.369087466,12.44874603,413.9704213,407.6393212,-1.80538E-05,91.0971969,2.356688637,17.33552623,18.49154242,4.48118E-07,100.31,5,1,1,0,54556.00986,506.345,426.8486132,0.842999562,0.158699685,3,0.5,0: Broadleaf,2,TRUE,1639113007,400.078,406.727,18.4926,17.3305,399.533,18.2795,600.278,102.577,0.199944,24.9929,24.8386,999.9,0,0,9990.62,212.039,0.916915,506.345,0.900003,0.0999966,25,10986.1,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2131,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,23.5,23.5,19,613.393,414.838,27.2645,21.917,30.0002,21.7837,21.7628,20.7993,28.9151,75.3863,27.2677,406.774,17.3428,101.958,101.902
340,1639113011,1444.6,20211210 13:10:10,13:10:10,0,plot-sdfgghhh1-1,1,ertyhghj,1639113011,0.002364624,2.364623798,12.36704835,400.06,289.5135119,29.75562985,41.11738068,0.196228181,3.270776845,0.189914724,0.11924702,79.61998633,24.86204648,24.8339,3.148326008,59.78013723,1.900067811,3.178426646,1.248258197,-104.2799095,28.12529234,1.817308162,5.282677339,12.45675096,2.368959452,12.36704835,413.877267,407.5906606,-1.319E-05,91.0971969,2.364623798,17.32902203,18.48840061,-8.50658E-07,100.31,5,1,1,0,54664.23239,501.701,422.9339581,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639113011,400.06,406.756,18.4871,17.3256,399.516,18.2743,600.559,102.578,0.200035,24.9934,24.8339,999.9,0,0,10011.2,210.17,0.916915,501.701,0.899999,0.100001,25,10885.3,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2128,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,23.6,23.6,19,613.734,414.597,27.2693,21.9178,30.0001,21.7848,21.7637,20.7969,28.9151,75.3863,27.2726,406.603,17.3523,101.957,101.901
341,1639113015,1448.6,20211210 13:10:14,13:10:14,0,plot-sdfgghhh1-1,1,ertyhghj,1639113015,0.002365835,2.365834852,12.44256233,400.096,288.7802109,29.67998655,41.1206982,0.195983418,3.266046823,0.189676625,0.119097624,78.9499173,24.85800891,24.8439,3.150205849,59.77052714,1.899762361,3.178426646,1.250443487,-104.333317,26.32382789,1.703456098,2.643884301,12.34091709,2.360182152,12.44256233,413.9487545,407.6229697,2.41966E-05,91.0971969,2.365834852,17.32492609,18.48500667,-1.39566E-06,100.31,5,1,1,0,54533.0235,497.479,419.374797,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639113015,400.096,406.733,18.4843,17.327,399.552,18.2716,600.507,102.577,0.200079,24.9934,24.8439,999.9,0,0,9986.25,208.277,0.916915,497.479,0.9,0.1,25,10793.7,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2127,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,23.6,23.7,19,613.681,414.651,27.2731,21.9188,30.0001,21.7865,21.7653,20.7966,28.9151,75.3863,27.2726,406.659,17.3628,101.956,101.901
342,1639113019,1452.6,20211210 13:10:18,13:10:18,0,plot-sdfgghhh1-1,1,ertyhghj,1639113019,0.002351477,2.351477242,12.35168491,400.07,288.8854489,29.69100569,41.11830724,0.194755663,3.271266946,0.188535888,0.118377205,78.21870132,24.85768966,24.8416,3.149773398,59.75864827,1.8993848,3.178426646,1.250388598,-103.7001464,26.77153052,1.729643088,3.019728574,12.41247339,2.34975418,12.35168491,413.9072553,407.6255879,2.44797E-07,91.0971969,2.351477242,17.32722061,18.48067697,-1.64462E-06,100.31,5,1,1,0,54677.84459,492.872,415.4910235,0.842999853,0.158699827,3,0.5,0: Broadleaf,2,TRUE,1639113019,400.07,406.743,18.4805,17.3279,399.525,18.2681,600.294,102.578,0.199782,24.9934,24.8416,999.9,0,0,10013.8,206.612,0.916915,492.872,0.900002,0.0999979,25,10693.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2124,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,23.7,23.7,19,613.351,414.746,27.2765,21.9205,30.0002,21.7879,21.7669,20.7919,28.9151,75.3863,27.2772,406.64,17.3714,101.955,101.901
343,1639113023,1456.6,20211210 13:10:22,13:10:22,0,plot-sdfgghhh1-1,1,ertyhghj,1639113023,0.002347358,2.347358049,12.32890278,400.062,288.9372038,29.69613222,41.11721818,0.194504882,3.265810364,0.188290831,0.118223539,77.51532159,24.8555938,24.8385,3.149190613,59.75505393,1.899372474,3.178597204,1.249818139,-103.51849,27.43114019,1.775200323,3.203172122,12.27518003,2.34451843,12.32890278,413.8712631,407.6024303,-1.66423E-07,91.0971969,2.347358049,17.32867196,18.47986667,-1.96049E-07,100.31,4,1,1,0,54526.30942,488.44,411.7547632,0.842999679,0.158699782,3,0.5,0: Broadleaf,2,TRUE,1639113023,400.062,406.664,18.4805,17.3307,399.518,18.2681,600.415,102.577,0.200115,24.9943,24.8385,999.9,0,0,9985,204.737,0.916915,488.44,0.900002,0.0999977,25,10597.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2124,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,23.8,23.8,19,613.745,414.505,27.2799,21.9215,30.0002,21.7888,21.7678,20.7929,28.9151,75.3863,27.2818,406.694,17.3762,101.957,101.9
344,1639113027,1460.6,20211210 13:10:26,13:10:26,0,plot-sdfgghhh1-1,1,ertyhghj,1639113027,0.002342007,2.342006563,12.30693204,400.057,288.8675461,29.68894556,41.11666629,0.194022607,3.267228538,0.187841398,0.117939827,76.84580352,24.85453892,24.8386,3.149209411,59.74716715,1.899257663,3.178824627,1.249951748,-103.2824894,27.63680923,1.787745533,2.987868846,12.28703212,2.337623359,12.30693204,413.8368789,407.5788182,-8.52833E-06,91.0971969,2.342006563,17.33087007,18.47951697,3.95256E-07,100.31,4,1,1,0,54565.38237,484.221,408.1981621,0.842999709,0.158699857,3,0.5,0: Broadleaf,2,TRUE,1639113027,400.057,406.664,18.4794,17.3329,399.512,18.267,600.373,102.577,0.20002,24.9955,24.8386,999.9,0,0,9992.5,202.856,0.916915,484.221,0.900001,0.0999987,25,10506,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2124,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,23.8,23.9,19,613.581,414.639,27.2832,21.9225,30.0002,21.7903,21.7689,20.7919,28.9151,75.3863,27.2857,406.624,17.384,101.956,101.9
345,1639113031,1464.6,20211210 13:10:30,13:10:30,0,plot-sdfgghhh1-1,1,ertyhghj,1639113031,0.002339727,2.339727133,12.22282362,400.034,289.6761167,29.77113527,41.11304191,0.194237235,3.268117987,0.188044207,0.118067599,76.1800395,24.85156185,24.8248,3.146616206,59.74695192,1.899250822,3.178824627,1.247365384,-103.1819666,30.07576562,1.944849988,5.018688537,12.19437388,2.333492289,12.22282362,413.8021884,407.5866242,9.32825E-06,91.0971969,2.339727133,17.33296916,18.48052727,-1.24362E-07,100.31,4,1,1,0,54589.97601,480.025,404.6611038,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639113031,400.034,406.594,18.4799,17.3354,399.489,18.2675,600.359,102.574,0.199869,24.9955,24.8248,999.9,0,0,9997.5,201.131,0.916915,480.025,0.899998,0.100002,25,10415,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2124,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,23.9,23.9,19,613.564,414.761,27.2863,21.9238,30.0003,21.792,21.7705,20.7951,28.9151,75.3863,27.2888,406.665,17.3914,101.958,101.9
346,1639113035,1468.6,20211210 13:10:34,13:10:34,0,plot-sdfgghhh1-1,1,ertyhghj,1639113035,0.002332001,2.332000763,12.26697658,400.091,289.0110658,29.70259467,41.11863596,0.193561725,3.267154892,0.187409211,0.117667245,75.37400144,24.84904092,24.8247,3.146597421,59.74365848,1.899146129,3.178824627,1.247451292,-102.8412337,30.08451635,1.945988346,4.563272489,12.34639929,2.325582629,12.26697658,413.8329143,407.5971758,1.03087E-05,91.0971969,2.332000763,17.33575929,18.47911212,-9.0375E-07,100.31,4,1,1,0,54563.25459,474.946,400.3795065,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639113035,400.091,406.723,18.479,17.3388,399.546,18.2666,600.581,102.573,0.200209,24.9955,24.8247,999.9,0,0,9992.5,199.214,0.916915,474.946,0.899998,0.100002,25,10304.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2124,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24,24,19,613.849,414.441,27.2894,21.9247,30.0001,21.7929,21.7719,20.7886,28.9151,75.3863,27.2888,406.463,17.3958,101.959,101.899
347,1639113039,1472.6,20211210 13:10:38,13:10:38,0,plot-sdfgghhh1-1,1,ertyhghj,1639113039,0.002319718,2.319718,12.08485607,400.11,290.057654,29.81095878,41.12169616,0.192566284,3.272624143,0.186485651,0.117083858,74.70381071,24.84858661,24.8222,3.14612784,59.74106448,1.89906367,3.178824627,1.24706417,-102.2995638,30.57596243,1.974446933,4.95465626,11.90707509,2.316788819,12.08485607,413.7922918,407.6480061,5.75473E-06,91.0971969,2.319718,17.33945321,18.47699394,-5.08073E-07,100.31,5,1,1,0,54715.12893,470.723,396.8195172,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639113039,400.11,406.522,18.4777,17.3416,399.566,18.2654,600.47,102.576,0.199977,24.9955,24.8222,999.9,0,0,10021.2,197.387,0.916915,470.723,0.899998,0.100002,25,10213.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2123,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24,24.1,19,613.556,414.7,27.2918,21.9262,30.0001,21.7943,21.7733,20.7896,28.9151,75.3863,27.292,406.531,17.4026,101.96,101.899
348,1639113043,1476.6,20211210 13:10:42,13:10:42,0,plot-sdfgghhh1-1,1,ertyhghj,1639113043,0.002318767,2.318767437,12.03544345,400.06,290.3506464,29.84043288,41.11567763,0.192431729,3.267290478,0.186349871,0.116999088,74.0587646,24.84564559,24.8247,3.146597421,59.74253158,1.899166921,3.178919391,1.2474305,-102.257644,30.17383793,1.951689948,3.926648527,12.1189218,2.314627646,12.03544345,413.7093897,407.5879333,-2.71676E-05,91.0971969,2.318767437,17.34216624,18.47968848,1.15013E-06,100.31,5,1,1,0,54566.94268,466.658,393.39275,0.84300012,0.1587003,3,0.5,0: Broadleaf,2,TRUE,1639113043,400.06,406.58,18.4791,17.3436,399.515,18.2667,600.226,102.574,0.199778,24.996,24.8247,999.9,0,0,9993.12,195.686,0.916915,466.658,0.899996,0.100004,25,10125,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2124,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.1,24.1,19,613.337,414.78,27.2943,21.927,30.0002,21.7958,21.7747,20.7892,28.9151,75.3863,27.2951,406.556,17.4143,101.958,101.901
349,1639113047,1480.6,20211210 13:10:46,13:10:46,0,plot-sdfgghhh1-1,1,ertyhghj,1639113047,0.002313593,2.313593284,11.94308515,400.15,291.0838289,29.91561336,41.12469158,0.192151181,3.268798246,0.186089445,0.116834597,73.27074835,24.84272701,24.8192,3.145564423,59.74283578,1.899176591,3.178919391,1.246387831,-102.0294638,31.15701334,2.014297893,4.412595776,11.79164598,2.310563196,11.94308515,413.7523929,407.6792242,2.25883E-05,91.0971969,2.313593284,17.34404654,18.47873576,-3.58565E-07,100.31,4,1,1,0,54608.72974,461.693,389.2072267,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639113047,400.15,406.504,18.4793,17.3461,399.605,18.2669,600.388,102.573,0.200189,24.996,24.8192,999.9,0,0,10001.2,193.847,0.916915,461.693,0.899998,0.100002,25,10017.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2124,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.2,24.2,19,613.662,414.461,27.2967,21.9284,30.0002,21.797,21.7762,20.7868,28.9151,75.3863,27.298,406.479,17.4164,101.96,101.9
350,1639113051,1484.6,20211210 13:10:50,13:10:50,0,plot-sdfgghhh1-1,1,ertyhghj,1639113051,0.002309709,2.309708601,11.9105017,400.086,291.1283493,29.92103779,41.11928075,0.191829794,3.263542701,0.185778576,0.116639387,72.59859168,24.84082197,24.8187,3.145470529,59.73547311,1.899055758,3.179108926,1.246414771,-101.8581493,31.37083554,2.031392641,4.142670543,11.85156182,2.301124702,11.9105017,413.6759586,407.6205273,-1.8804E-05,91.0971969,2.309708601,17.34550524,18.47811758,-5.28638E-07,100.31,4,1,1,0,54463.02778,457.458,385.6372395,0.843000318,0.158700015,3,0.5,0: Broadleaf,2,TRUE,1639113051,400.086,406.467,18.4776,17.3492,399.542,18.2654,600.48,102.576,0.200105,24.997,24.8187,999.9,0,0,9973.12,191.93,0.916915,457.458,0.900001,0.0999994,25,9925.38,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2122,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.2,24.3,19,613.696,414.512,27.2988,21.9299,30.0002,21.7984,21.7773,20.7867,28.6281,75.3863,27.3006,406.516,17.427,101.957,101.9
351,1639113055,1488.6,20211210 13:10:54,13:10:54,0,plot-sdfgghhh1-1,1,ertyhghj,1639113055,0.002300898,2.300897896,11.7978393,400.042,291.8234972,29.99235399,41.11458258,0.191373317,3.268154804,0.18535859,0.116373771,71.93160249,24.84304507,24.8143,3.144644365,59.75830768,1.90017816,3.179772376,1.244466205,-101.4695972,32.80709224,2.121388664,5.390486203,11.81235522,2.184589973,11.7978393,413.5646067,407.5651636,-1.9233E-05,91.0971969,2.300897896,17.35756926,18.48600303,1.55062E-06,100.31,5,1,1,0,54590.12445,453.255,382.0939786,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639113055,400.042,406.381,18.4886,17.4172,399.497,18.2757,600.392,102.576,0.199665,25.0005,24.8143,999.9,0,0,9997.5,190.302,0.916915,453.255,0.899999,0.100001,25,9834.17,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2129,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.3,24.3,19,613.458,414.747,27.301,21.9307,30.0003,21.7998,21.7792,20.7888,28.6281,75.0138,27.3006,406.501,17.4192,101.957,101.899
352,1639113059,1492.6,20211210 13:10:58,13:10:58,0,plot-sdfgghhh1-1,1,ertyhghj,1639113059,0.002212959,2.212958564,11.76903238,400.089,288.2643446,29.62610772,41.11878569,0.184082229,3.269533849,0.178512169,0.112056514,71.14567276,24.86178433,24.8157,3.144907215,59.81193044,1.90213271,3.180189464,1.242774505,-97.59147266,32.96194936,2.130541736,8.646691197,11.82965925,2.212831922,11.76903238,413.6374343,407.6535515,3.17313E-05,91.0971969,2.212958564,17.42109399,18.50610909,7.086E-06,100.31,5,1,1,0,54627.93315,448.303,377.9194936,0.843000144,0.15869997,3,0.5,0: Broadleaf,2,TRUE,1639113059,400.089,406.441,18.5079,17.4229,399.545,18.2939,600.519,102.574,0.200097,25.0027,24.8157,999.9,0,0,10005,188.433,0.916915,448.303,0.900001,0.0999992,25,9726.75,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.214,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.4,24.4,19,613.585,414.589,27.302,21.9321,30.0003,21.8013,21.7801,20.7873,28.6281,75.0138,27.3013,406.533,17.4125,101.956,101.899
353,1639113063,1496.6,20211210 13:11:02,13:11:02,0,plot-sdfgghhh1-1,1,ertyhghj,1639113063,0.002236364,2.236363573,11.74860738,400.095,289.7602663,29.78014005,41.11980323,0.186476772,3.266246415,0.180757719,0.113472798,70.46380413,24.85370945,24.8095,3.143743312,59.8479821,1.903415388,3.180416986,1.240327923,-98.62363357,34.23187204,2.214796202,8.286838791,11.73976829,2.236512303,11.74860738,413.6133362,407.6388,2.06854E-05,91.0971969,2.236363573,17.4224743,18.51916424,5.53673E-06,100.31,4,1,1,0,54536.58764,444.007,374.2977198,0.842999592,0.15869976,3,0.5,0: Broadleaf,2,TRUE,1639113063,400.095,406.408,18.5202,17.4234,399.55,18.3055,600.408,102.575,0.200099,25.0039,24.8095,999.9,0,0,9987.5,186.534,0.916915,444.007,0.900002,0.0999976,25,9633.54,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2147,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.4,24.5,19,613.678,414.588,27.2734,21.9336,30.0002,21.803,21.7817,20.7877,28.6281,75.0138,27.0981,406.457,17.4125,101.956,101.899
354,1639113066,1500.1,20211210 13:11:06,13:11:06,0,plot-sdfgghhh1-1,1,ertyhghj,1639113066,0.002248112,2.24811227,11.77893672,400.086,289.9728076,29.80137072,41.11803208,0.187386517,3.270232285,0.18161926,0.114015417,69.91154228,24.84627887,24.8158,3.14492599,59.87421344,1.904033965,3.180056749,1.240892025,-99.1417511,32.82794686,2.121420709,5.719158748,11.77847557,2.244230758,11.77893672,413.6306192,407.6407636,-1.74235E-05,91.0971969,2.24811227,17.42341193,18.52589576,2.96652E-06,100.31,4,1,1,0,54647.42536,440.526,371.3634444,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639113066,400.086,406.42,18.5266,17.426,399.542,18.3115,600.396,102.573,0.199984,25.002,24.8158,999.9,0,0,10008.8,184.941,0.916915,440.526,0.899998,0.100002,25,9558,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2151,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.5,24.5,19,613.613,414.598,27.1309,21.9346,30.0007,21.8037,21.7831,20.784,28.6281,75.0138,27.0943,406.378,17.4125,101.955,101.898
355,1639113071,1504.6,20211210 13:11:10,13:11:10,0,plot-sdfgghhh1-1,1,ertyhghj,1639113071,0.002251066,2.251065934,11.7566262,400.063,290.3590637,29.84139407,41.11611837,0.187787638,3.267409532,0.181991238,0.114250404,69.04796133,24.8302526,24.8129,3.144381535,59.92306882,1.904383685,3.178047658,1.23999785,-99.27200769,31.44323601,2.033554534,3.252744186,11.68059383,2.24777765,11.7566262,413.5767453,407.598903,-7.97365E-06,91.0971969,2.251065934,17.42544274,18.52925212,5.27037E-07,100.31,5,1,1,0,54571.08508,435.084,366.7758642,0.84300012,0.1587003,3,0.5,0: Broadleaf,2,TRUE,1639113071,400.063,406.348,18.5298,17.4276,399.519,18.3145,600.47,102.574,0.200109,24.9914,24.8129,999.9,0,0,9993.75,182.934,0.916915,435.084,0.899996,0.100004,25,9439.92,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2153,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.6,24.6,19,613.647,414.552,27.0777,21.9362,30,21.805,21.7842,20.7852,28.6281,75.0138,27.0892,406.322,17.4125,101.954,101.897
356,1639113075,1508.6,20211210 13:11:14,13:11:14,0,plot-sdfgghhh1-1,1,ertyhghj,1639113075,0.002251767,2.251767041,11.60147362,400.122,292.0087005,30.0109016,41.12213763,0.188234348,3.268816653,0.182413222,0.114516273,68.36120051,24.82009216,24.8013,3.142204535,59.95525665,1.904679673,3.176835159,1.237524862,-99.30292653,32.37316505,2.092605677,3.524044716,11.5279409,2.246777673,11.60147362,413.5519756,407.6534,1.94975E-05,91.0971969,2.251767041,17.4279725,18.53201152,1.16502E-06,100.31,5,1,1,0,54611.278,430.757,363.1281768,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639113075,400.122,406.33,18.5327,17.4311,399.578,18.3172,600.528,102.574,0.199998,24.985,24.8013,999.9,0,0,10001.2,181.149,0.905999,430.757,0.899998,0.100002,25,9346.04,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2155,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.6,24.7,19,613.576,414.686,27.0676,21.9373,30.0001,21.8067,21.7854,20.7837,28.6281,75.0138,27.0892,406.254,17.4125,101.954,101.896
357,1639113079,1512.6,20211210 13:11:18,13:11:18,0,plot-sdfgghhh1-1,1,ertyhghj,1639113079,0.002245378,2.245378196,11.46422056,400.131,293.1090807,30.12396364,41.12302378,0.188028995,3.266583507,0.182216513,0.114392582,67.69723108,24.81164723,24.7899,3.140066353,59.97869746,1.904708707,3.175642,1.235357646,-99.02117843,33.24919985,2.150510304,4.075762806,11.52419145,2.240456905,11.46422056,413.5298862,407.7002545,-1.84902E-05,91.0971969,2.245378196,17.43228657,18.53339758,2.75213E-07,100.31,5,1,1,0,54550.51775,426.573,359.6010774,0.84300009,0.158700225,3,0.5,0: Broadleaf,2,TRUE,1639113079,400.131,406.337,18.533,17.4343,399.586,18.3176,600.419,102.574,0.199901,24.9787,24.7899,999.9,0,0,9989.38,179.346,0.900541,426.573,0.899997,0.100003,25,9255.25,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2154,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.7,24.7,19,613.355,414.657,27.0733,21.9386,30.0001,21.808,21.7869,20.7792,28.6281,75.0138,27.0978,406.316,17.4125,101.954,101.896
